,image_path,species
5634,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/2/2022-09-22 07-56-46.JPG,red deer
5635,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/2/2022-10-03 11-41-57.JPG,red deer
5636,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/2/2022-10-03 11-42-22.JPG,red deer
5637,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/2/2022-10-03 12-38-37.JPG,red deer
5638,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/2/2022-10-03 12-39-09.JPG,red deer
5639,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/2/2022-10-03 12-42-51.JPG,red deer
5640,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/2/2022-10-04 12-28-22.JPG,bison
5641,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/2/2022-10-04 12-28-40.JPG,bison
5642,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/2/2022-10-04 12-28-47.JPG,bison
5643,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/2/2022-10-04 12-28-55.JPG,bison
5644,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/2/2022-10-04 12-29-09.JPG,bison
5645,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/2/2022-10-04 12-29-17.JPG,bison
5646,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/2/2022-10-04 12-29-32.JPG,bison
5647,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/2/2022-10-04 12-30-04.JPG,bison
5648,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/2/2022-10-04 12-32-11.JPG,bison
5649,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/2/2022-10-04 12-32-18.JPG,bison
5650,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/2/2022-10-04 12-41-05.JPG,bison
5651,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-09-22 02-25-38.JPG,roe deer
5652,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-09-22 02-25-42.JPG,roe deer
5653,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-09-23 07-16-23.JPG,red deer
5654,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-09-23 07-16-24.JPG,red deer
5655,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-09-23 07-16-243.JPG,red deer
5656,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-09-25 23-49-34.JPG,red deer
5657,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-09-25 23-49-36.JPG,red deer
5658,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-09-26 19-27-48.JPG,red deer
5659,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-09-26 19-27-52.JPG,red deer
5660,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-09-26 19-27-53.JPG,red deer
5661,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-02 21-42-15.JPG,red deer
5662,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-02 21-42-18.JPG,red deer
5663,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-02 21-42-24.JPG,red deer
5664,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-33-37.JPG,bison
5665,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-33-38.JPG,bison
5666,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-33-387.JPG,bison
5667,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-33-39.JPG,bison
5668,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-33-40.JPG,bison
5669,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-33-45.JPG,bison
5670,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-33-46.JPG,bison
5671,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-33-47.JPG,bison
5672,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-33-478.JPG,bison
5673,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-33-52.JPG,bison
5674,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-33-53.JPG,bison
5675,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-33-56.JPG,bison
5676,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-33-57.JPG,bison
5677,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-33-59.JPG,bison
5678,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-34-14.JPG,bison
5679,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-34-149.JPG,bison
5680,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-34-20.JPG,bison
5681,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-34-2010.JPG,bison
5682,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-34-24.JPG,bison
5683,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-34-29.JPG,bison
5684,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-34-31.JPG,bison
5685,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-34-32.JPG,bison
5686,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-34-37.JPG,bison
5687,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-34-39.JPG,bison
5688,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-34-43.JPG,bison
5689,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-34-4311.JPG,bison
5690,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-34-46.JPG,bison
5691,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-34-51.JPG,bison
5692,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-34-5112.JPG,bison
5693,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-34-53.JPG,bison
5694,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-34-59.JPG,bison
5695,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-34-5913.JPG,bison
5696,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-35-03.JPG,bison
5697,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-35-11.JPG,bison
5698,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-35-1114.JPG,bison
5699,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-35-13.JPG,bison
5700,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-35-15.JPG,bison
5701,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-35-18.JPG,bison
5702,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-35-21.JPG,bison
5703,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-35-22.JPG,bison
5704,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-35-25.JPG,bison
5705,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-35-26.JPG,bison
5706,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-35-2615.JPG,bison
5707,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-35-27.JPG,bison
5708,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-35-29.JPG,bison
5709,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-35-55.JPG,bison
5710,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-35-56.JPG,bison
5711,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-35-59.JPG,bison
5712,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-36-00.JPG,bison
5713,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-36-0016.JPG,bison
5714,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-36-01.JPG,bison
5715,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-36-0117.JPG,bison
5716,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-36-02.JPG,bison
5717,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-36-0218.JPG,bison
5718,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-36-06.JPG,bison
5719,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-36-08.JPG,bison
5720,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-37-10.JPG,bison
5721,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-37-12.JPG,bison
5722,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-04 12-37-16.JPG,bison
5723,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-08 00-46-28.JPG,roe deer
5724,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-08 00-46-33.JPG,roe deer
5725,../pictures/11_ZUBEŃSKO/B/Wczesna jesień/3/2022-10-08 00-46-36.JPG,roe deer
5726,../pictures/11_ZUBEŃSKO/B/Wiosna/1/2023-04-27 09-41-54.JPG,empty
5727,../pictures/11_ZUBEŃSKO/B/Wiosna/2/2023-04-18 06-13-23.JPG,roe deer
5728,../pictures/11_ZUBEŃSKO/B/Wiosna/2/2023-04-18 06-13-52.JPG,roe deer
5729,../pictures/11_ZUBEŃSKO/B/Wiosna/2/2023-04-18 06-14-06.JPG,roe deer
5730,../pictures/11_ZUBEŃSKO/B/Wiosna/2/2023-04-18 06-14-15.JPG,roe deer
5731,../pictures/11_ZUBEŃSKO/B/Wiosna/2/2023-04-23 16-06-13.JPG,red deer
5732,../pictures/11_ZUBEŃSKO/B/Wiosna/2/2023-04-25 04-01-52.JPG,wolf
5733,../pictures/11_ZUBEŃSKO/B/Wiosna/2/2023-04-28 18-06-46.JPG,roe deer
5734,../pictures/11_ZUBEŃSKO/B/Wiosna/3/2023-04-16 17-14-33.JPG,roe deer
5735,../pictures/11_ZUBEŃSKO/B/Wiosna/3/2023-04-16 17-14-53.JPG,roe deer
5736,../pictures/11_ZUBEŃSKO/B/Wiosna/3/2023-04-17 19-18-30.JPG,roe deer
5737,../pictures/11_ZUBEŃSKO/B/Wiosna/3/2023-04-18 15-34-53.JPG,red deer
5738,../pictures/11_ZUBEŃSKO/B/Wiosna/3/2023-04-19 12-03-19.JPG,empty
5739,../pictures/11_ZUBEŃSKO/B/Wiosna/3/2023-04-19 13-19-47.JPG,empty
5740,../pictures/11_ZUBEŃSKO/B/Wiosna/3/2023-04-20 02-02-12.JPG,raccoon dog
5741,../pictures/11_ZUBEŃSKO/B/Wiosna/3/2023-04-20 02-43-31.JPG,raccoon dog
5742,../pictures/11_ZUBEŃSKO/B/Wiosna/3/2023-04-21 06-55-58.JPG,roe deer
5743,../pictures/11_ZUBEŃSKO/B/Wiosna/3/2023-04-24 10-51-32.JPG,red deer
5744,../pictures/11_ZUBEŃSKO/B/Wiosna/3/2023-04-24 10-51-57.JPG,red deer
5745,../pictures/11_ZUBEŃSKO/B/Wiosna/3/2023-04-25 00-11-57.JPG,wolf
5746,../pictures/11_ZUBEŃSKO/B/Wiosna/3/2023-04-27 18-39-30.JPG,roe deer
5747,../pictures/11_ZUBEŃSKO/B/Wiosna/3/2023-04-27 18-39-54.JPG,roe deer
5748,../pictures/11_ZUBEŃSKO/B/Wiosna/3/2023-04-27 18-41-33.JPG,roe deer
5749,../pictures/11_ZUBEŃSKO/B/Wiosna/3/2023-04-27 18-41-40.JPG,roe deer
5750,../pictures/11_ZUBEŃSKO/B/Wiosna/3/2023-04-27 19-04-15.JPG,red deer
5751,../pictures/11_ZUBEŃSKO/B/Wiosna/3/2023-04-27 19-04-34.JPG,red deer
5752,../pictures/11_ZUBEŃSKO/B/Zima/1/2022-02-05 15-50-28.JPG,red deer
5753,../pictures/11_ZUBEŃSKO/B/Zima/1/2022-02-05 15-51-05.JPG,red deer
5754,../pictures/11_ZUBEŃSKO/B/Zima/1/2022-02-05 15-53-09.JPG,red deer
5755,../pictures/11_ZUBEŃSKO/B/Zima/1/2022-02-09 14-12-23.JPG,red deer
5756,../pictures/11_ZUBEŃSKO/B/Zima/1/2022-02-13 17-19-38.JPG,red deer
5757,../pictures/11_ZUBEŃSKO/B/Zima/2/2022-02-01 07-50-05.JPG,roe deer
5758,../pictures/11_ZUBEŃSKO/B/Zima/2/2022-02-01 07-50-38.JPG,roe deer
5759,../pictures/11_ZUBEŃSKO/B/Zima/2/2022-02-01 09-28-12.JPG,roe deer
5760,../pictures/11_ZUBEŃSKO/B/Zima/2/2022-02-01 09-28-47.JPG,roe deer
5761,../pictures/11_ZUBEŃSKO/B/Zima/2/2022-02-01 09-29-07.JPG,roe deer
5762,../pictures/11_ZUBEŃSKO/B/Zima/2/2022-02-01 09-29-57.JPG,roe deer
5763,../pictures/11_ZUBEŃSKO/B/Zima/2/2022-02-01 09-30-29.JPG,roe deer
5764,../pictures/11_ZUBEŃSKO/B/Zima/2/2022-02-14 15-02-57.JPG,red deer
5765,../pictures/11_ZUBEŃSKO/B/Zima/2/2022-02-14 15-03-07.JPG,red deer
5766,../pictures/11_ZUBEŃSKO/B/Zima/3/2022-01-31 15-54-29.JPG,red deer
5767,../pictures/11_ZUBEŃSKO/B/Zima/3/2022-01-31 16-00-57.JPG,red deer
5768,../pictures/11_ZUBEŃSKO/B/Zima/3/2022-01-31 16-01-50.JPG,red deer
5769,../pictures/11_ZUBEŃSKO/B/Zima/3/2022-01-31 16-09-03.JPG,red deer
5770,../pictures/11_ZUBEŃSKO/B/Zima/3/2022-01-31 16-11-42.JPG,red deer
5771,../pictures/11_ZUBEŃSKO/B/Zima/3/2022-01-31 16-14-00.JPG,red deer
5772,../pictures/11_ZUBEŃSKO/B/Zima/3/2022-01-31 16-15-18.JPG,red deer
5773,../pictures/11_ZUBEŃSKO/B/Zima/3/2022-01-31 16-15-43.JPG,red deer
5774,../pictures/11_ZUBEŃSKO/B/Zima/3/2022-01-31 16-49-33.JPG,red deer
5775,../pictures/11_ZUBEŃSKO/B/Zima/3/2022-01-31 16-51-28.JPG,red deer
5776,../pictures/11_ZUBEŃSKO/B/Zima/3/2022-01-31 16-51-35.JPG,red deer
5777,../pictures/11_ZUBEŃSKO/B/Zima/3/2022-01-31 16-51-48.JPG,red deer
5778,../pictures/11_ZUBEŃSKO/B/Zima/3/2022-02-01 02-28-02.JPG,red deer
5779,../pictures/11_ZUBEŃSKO/B/Zima/3/2022-02-01 02-35-22.JPG,empty
5780,../pictures/11_ZUBEŃSKO/B/Zima/3/2022-02-01 08-12-53.JPG,roe deer
5781,../pictures/11_ZUBEŃSKO/B/Zima/3/2022-02-01 08-15-28.JPG,roe deer
5782,../pictures/11_ZUBEŃSKO/B/Zima/3/2022-02-03 13-10-57.JPG,wolf
5783,../pictures/11_ZUBEŃSKO/B/Zima/3/2022-02-03 13-11-04.JPG,wolf
5784,../pictures/11_ZUBEŃSKO/R/Lato/2/2023-06-28 03-48-03.JPG,other
5785,../pictures/11_ZUBEŃSKO/R/Lato/2/2023-07-01 12-40-52.JPG,bird
5786,../pictures/11_ZUBEŃSKO/R/Lato/2/2023-07-01 12-41-44.JPG,bird
5787,../pictures/11_ZUBEŃSKO/R/Lato/2/2023-07-01 12-45-10.JPG,bird
5788,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-02-24 19-49-08.JPG,red deer
5789,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-02-25 21-59-06.JPG,empty
5790,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-02-26 16-50-07.JPG,empty
5791,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-01 03-58-11.JPG,red deer
5792,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-01 03-58-49.JPG,red deer
5793,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-01 03-59-11.JPG,red deer
5794,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-01 03-59-19.JPG,red deer
5795,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-01 03-59-42.JPG,red deer
5796,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-01 04-00-12.JPG,red deer
5797,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-01 04-00-20.JPG,red deer
5798,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-01 20-14-57.JPG,other
5799,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-03 19-43-34.JPG,empty
5800,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-04 02-17-51.JPG,red deer
5801,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-04 02-17-59.JPG,red deer
5802,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-04 02-18-18.JPG,red deer
5803,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-04 10-35-17.JPG,squirrel
5804,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-05 00-25-00.JPG,rodent
5805,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-07 17-33-13.JPG,bird
5806,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-08 11-04-36.JPG,bird
5807,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-09 11-15-25.JPG,empty
5808,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-10 22-07-25.JPG,wildcat
5809,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-10 22-07-37.JPG,wildcat
5810,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-11 12-39-56.JPG,bird
5811,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-11 12-47-06.JPG,bird
5812,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-11 14-33-00.JPG,empty
5813,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-12 09-52-05.JPG,bird
5814,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-12 09-57-30.JPG,bird
5815,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-12 10-15-33.JPG,bird
5816,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-12 17-35-38.JPG,bird
5817,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-13 09-53-26.JPG,bird
5818,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-13 10-07-53.JPG,bird
5819,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-13 10-11-51.JPG,bird
5820,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-13 12-12-02.JPG,empty
5821,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-13 20-08-30.JPG,empty
5822,../pictures/11_ZUBEŃSKO/R/Lato/3/2020-03-14 13-38-20.JPG,empty
5823,../pictures/11_ZUBEŃSKO/R/Późna jesień/1/2022-11-23 16-20-28.JPG,bird
5824,../pictures/11_ZUBEŃSKO/R/Późna jesień/1/2022-11-23 16-20-54.JPG,bird
5825,../pictures/11_ZUBEŃSKO/R/Późna jesień/1/2022-11-23 16-21-02.JPG,bird
5826,../pictures/11_ZUBEŃSKO/R/Późna jesień/1/2022-11-24 14-47-41.JPG,bird
5827,../pictures/11_ZUBEŃSKO/R/Późna jesień/1/2022-11-24 14-57-36.JPG,bird
5828,../pictures/11_ZUBEŃSKO/R/Późna jesień/2/2022-11-13 02-50-10.JPG,fox
5829,../pictures/11_ZUBEŃSKO/R/Późna jesień/2/2022-11-14 14-54-27.JPG,empty
5830,../pictures/11_ZUBEŃSKO/R/Późna jesień/2/2022-11-17 05-43-33.JPG,lynx
5831,../pictures/11_ZUBEŃSKO/R/Późna jesień/2/2022-11-18 05-46-56.JPG,fox
5832,../pictures/11_ZUBEŃSKO/R/Późna jesień/2/2022-11-19 02-03-18.JPG,fox
5833,../pictures/11_ZUBEŃSKO/R/Późna jesień/2/2022-11-19 10-34-24.JPG,wolf
5834,../pictures/11_ZUBEŃSKO/R/Późna jesień/2/2022-11-21 20-44-41.JPG,bear
5835,../pictures/11_ZUBEŃSKO/R/Późna jesień/2/2022-11-24 13-42-53.JPG,fox
5836,../pictures/11_ZUBEŃSKO/R/Późna jesień/2/2022-11-24 13-47-34.JPG,fox
5837,../pictures/11_ZUBEŃSKO/R/Późna jesień/3/2022-11-16 15-50-14.JPG,other
5838,../pictures/11_ZUBEŃSKO/R/Późna jesień/3/2022-11-19 10-37-26.JPG,wolf
5839,../pictures/11_ZUBEŃSKO/R/Późna jesień/3/2022-11-19 13-29-34.JPG,fox
5840,../pictures/11_ZUBEŃSKO/R/Późna jesień/3/2022-11-20 03-29-27.JPG,red deer
5841,../pictures/11_ZUBEŃSKO/R/Późna jesień/3/2022-11-22 07-34-02.JPG,wolf
5842,../pictures/11_ZUBEŃSKO/R/Późna jesień/3/2022-11-22 07-34-13.JPG,wolf
5843,../pictures/11_ZUBEŃSKO/R/Późna jesień/3/2022-11-22 07-34-30.JPG,wolf
5844,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/1/2022-09-23 17-12-20.JPG,squirrel
5845,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/1/2022-09-23 17-12-38.JPG,squirrel
5846,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/1/2022-09-24 13-52-32.JPG,squirrel
5847,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/1/2022-09-25 08-36-00.JPG,squirrel
5848,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/1/2022-09-26 12-01-53.JPG,roe deer
5849,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/1/2022-09-26 13-30-22.JPG,roe deer
5850,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/1/2022-09-26 13-57-13.JPG,fox
5851,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/1/2022-09-27 08-01-41.JPG,squirrel
5852,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/1/2022-09-29 22-16-20.JPG,fox
5853,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/1/2022-10-03 06-49-39.JPG,roe deer
5854,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/1/2022-10-04 09-54-15.JPG,bird
5855,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/1/2022-10-07 19-55-47.JPG,other
5856,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/1/2022-10-08 10-08-31.JPG,empty
5857,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/1/2022-10-08 15-44-11.JPG,squirrel
5858,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/1/2022-10-09 12-31-45.JPG,empty
5859,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/1/2022-10-09 12-31-52.JPG,empty
5860,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/1/2022-10-09 12-32-02.JPG,empty
5861,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/1/2022-10-09 12-32-09.JPG,empty
5862,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/1/2022-10-10 06-24-04.JPG,squirrel
5863,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/1/2022-10-10 15-46-17.JPG,squirrel
5864,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/2/2022-09-23 04-50-20.JPG,red deer
5865,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/2/2022-09-24 23-14-30.JPG,other
5866,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/2/2022-09-29 05-31-46.JPG,roe deer
5867,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/2/2022-09-29 05-31-55.JPG,roe deer
5868,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/2/2022-10-08 10-11-48.JPG,empty
5869,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/2/2022-10-08 13-11-01.JPG,empty
5870,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/2/2022-10-10 11-39-54.JPG,empty
5871,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-23 06-49-48.JPG,bird
5872,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-25 10-40-05.JPG,squirrel
5873,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-25 13-07-39.JPG,bird
5874,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-25 13-58-15.JPG,bird
5875,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-25 17-52-50.JPG,bird
5876,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-25 17-56-27.JPG,bird
5877,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-25 17-56-43.JPG,bird
5878,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-26 11-40-32.JPG,bird
5879,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-26 11-40-49.JPG,bird
5880,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-26 11-43-31.JPG,bird
5881,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-27 05-04-08.JPG,red deer
5882,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-27 11-10-46.JPG,bird
5883,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-27 11-13-39.JPG,bird
5884,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-27 11-15-23.JPG,bird
5885,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-27 12-26-45.JPG,bird
5886,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-27 12-26-57.JPG,bird
5887,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-27 13-06-30.JPG,bird
5888,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-27 13-06-40.JPG,bird
5889,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-27 13-07-26.JPG,bird
5890,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-27 13-57-48.JPG,bird
5891,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-27 14-00-57.JPG,bird
5892,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-27 14-01-09.JPG,bird
5893,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-27 14-09-48.JPG,bird
5894,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-28 09-28-25.JPG,bird
5895,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-29 14-49-26.JPG,squirrel
5896,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-29 15-01-24.JPG,squirrel
5897,../pictures/11_ZUBEŃSKO/R/Wczesna jesień/3/2022-09-29 15-01-34.JPG,squirrel
